,r2,pct_budgetary,pct_performant,decision_length
gpl:2;noise:False;A:0.1,0.7476202052460406,1.0,0.6153846153846154,3.5
gpl:2;noise:False;A:0.9,0.9627279733919767,1.0,0.9487179487179487,3.0
gpl:2;noise:False;A:None,0.8954754008337852,1.0,0.7435897435897436,2.0
gpl:2;noise:True;A:0.1,0.7479388119076174,1.0,0.5128205128205128,3.0
gpl:2;noise:True;A:0.9,0.9174612275559009,1.0,0.6666666666666666,2.0
gpl:2;noise:True;A:None,0.8898790628139985,1.0,0.5384615384615384,1.5
