,r2,pct_budgetary,pct_performant,decision_length
gpl:2;noise:False;A:0.1,0.7652000718249087,1.0,0.5641025641025641,6.5
gpl:2;noise:False;A:0.9,0.9627227126899093,1.0,0.9487179487179487,7.5
gpl:2;noise:False;A:None,0.9193170245706567,1.0,0.8461538461538461,3.0
gpl:2;noise:True;A:0.1,0.6276426546597009,1.0,0.5128205128205128,6.0
gpl:2;noise:True;A:0.9,0.7764219313380656,1.0,0.46153846153846156,1.5
gpl:2;noise:True;A:None,0.7857979319746837,1.0,0.5384615384615384,2.0
