,r2,pct_budgetary,pct_performant,decision_length
gpl:3;noise:False;A:0.1,0.8887369410789332,1.0,0.8057553956834532,4.0
gpl:3;noise:False;A:0.9,0.9813851618325189,1.0,0.8489208633093526,6.0
gpl:3;noise:False;A:None,0.9618439053022734,1.0,0.7985611510791367,2.0
gpl:3;noise:True;A:0.1,0.888362942098438,1.0,0.7553956834532374,3.5
gpl:3;noise:True;A:0.9,0.9561786745662226,1.0,0.5827338129496403,2.0
gpl:3;noise:True;A:None,0.9456553077084681,1.0,0.6546762589928058,2.0
