,r2,pct_budgetary,pct_performant,decision_length
gpl:4;noise:False;A:0.1,0.8439617620003199,1.0,0.5842696629213483,3.0
gpl:4;noise:False;A:0.9,0.9607170565822194,1.0,0.7303370786516854,3.0
gpl:4;noise:False;A:None,0.9363589344715589,1.0,0.5730337078651685,2.0
gpl:4;noise:True;A:0.1,0.8341116508670378,1.0,0.5280898876404494,3.0
gpl:4;noise:True;A:0.9,0.9476090319927497,1.0,0.47191011235955055,2.0
gpl:4;noise:True;A:None,0.927260704926526,1.0,0.4606741573033708,2.0
