,r2,pct_budgetary,pct_performant,decision_length
gpl:3;noise:False;A:0.1,0.8943836217797475,1.0,0.7338129496402878,11.5
gpl:3;noise:False;A:0.9,0.980704849879192,1.0,0.697841726618705,14.0
gpl:3;noise:False;A:None,0.961446436314303,1.0,0.6402877697841727,4.0
gpl:3;noise:True;A:0.1,0.8016505313079888,1.0,0.4892086330935252,9.0
gpl:3;noise:True;A:0.9,0.7679530868720511,0.17142857142857143,0.2158273381294964,2.0
gpl:3;noise:True;A:None,0.8066074616537253,0.29285714285714287,0.2589928057553957,2.0
