,r2,pct_budgetary,pct_performant,decision_length
gpl:3;noise:False;A:0.1,0.8025448858506646,1.0,0.515625,6.5
gpl:3;noise:False;A:0.9,0.958669072669904,1.0,0.625,8.0
gpl:3;noise:False;A:None,0.9194062660962267,1.0,0.59375,5.0
gpl:3;noise:True;A:0.1,0.7628670738957384,1.0,0.40625,6.5
gpl:3;noise:True;A:0.9,0.8871327035839741,1.0,0.359375,4.0
gpl:3;noise:True;A:None,0.8652512997467243,1.0,0.375,4.0
