,r2,pct_budgetary,pct_performant,decision_length
gpl:3;noise:False;A:0.1,0.7980723915524057,1.0,0.59375,6.0
gpl:3;noise:False;A:0.9,0.9586640027079566,1.0,0.75,6.0
gpl:3;noise:False;A:None,0.928024393794441,1.0,0.640625,3.0
gpl:3;noise:True;A:0.1,0.7810210850081635,1.0,0.484375,6.0
gpl:3;noise:True;A:0.9,0.8838945728842188,1.0,0.359375,2.0
gpl:3;noise:True;A:None,0.870775769695931,1.0,0.4375,2.0
