,r2,pct_budgetary,pct_performant,decision_length
gpl:3;noise:False;A:0.1,0.8892302957375535,1.0,0.7841726618705036,8.0
gpl:3;noise:False;A:0.9,0.9812521227891146,1.0,0.8489208633093526,11.0
gpl:3;noise:False;A:None,0.9618768686868513,1.0,0.7482014388489209,3.0
gpl:3;noise:True;A:0.1,0.85939567734125,1.0,0.6618705035971223,5.5
gpl:3;noise:True;A:0.9,0.898239868941511,1.0,0.38848920863309355,2.0
gpl:3;noise:True;A:None,0.90945243915976,1.0,0.4676258992805755,2.0
